source_row_number,decision_id,exclusion_reason,excluded_on,listing_id,internal_id,category,listing_type,detail_url,property_type,offering_type,completion_status,title,price_egp,price_period,price_currency,location_full,city,town,district,subdistrict,lat,lon,bedrooms,bathrooms,area_value,area_unit,furnished,listing_level,is_premium,is_verified,is_featured,is_new_construction,is_direct_from_dev,is_exclusive,listed_date,images_count,has_view_360,video_url,reference,rera,description,amenities,payment_method,agent_id,agent_name,agent_email,agent_is_super,agent_languages,broker_id,broker_name,broker_email,broker_phone,contact_phone,contact_whatsapp,contact_email,scraped_at,duplicate_component_id,canonical_listing_id,canonical_selection_rule
7,D005,"Non-property project_recommendation placeholder with no listing ID, URL, property type, price, area, or location",2026-06-13,,,buy,project_recommendation,,,,,,,,EGP,,,,,,,,,,,sqm,,,False,False,False,False,False,False,,0,False,,,,,,,,,,False,,,,,,,,,2026-03-04T14:20:33.281007,,,
6632,D007,Exact normalized title and description duplicate; non-canonical repost removed,2026-06-13,KYT8PADNKG4VQMFZ9NS2PGKZ8R,56253096.0,buy,property,https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-giza-6-october-city-26th-of-july-corridor-cleopatra-square-2PthrSeVLKC.html,Villa,Residential for Sale,off_plan_primary,Hot villa prime location 375m low DP 5.7M,5700000.0,sell,EGP,"Cleopatra Square, 26th of July Corridor, 6 October City, Giza",Giza,6 October City,26th of July Corridor,Cleopatra Square,30.012149810791016,31.00187110900879,4,4,20.0,sqm,,standard,False,False,False,False,False,False,2026-03-04T13:34:52Z,15,False,,Swan Lake West-villa-375m-,,"375m² Villa in Swan Lake West – Complete Privacy in the Heart of Zayed Within a prestigious residential community that combines tranquility and architectural elegance, own a semi-detached house with a practical layout and spacious areas, ideal for families seeking a different standard of living, in one of West Cairo's most prominent projects. This unit within Swan Lake West is developed by Hassan Allam Properties. Unit Details: Unit Type: Semi-Detached House Built-up Area: 375m² 4 Bedrooms 4 Bathrooms Nanny's Room with Ensuite Bathroom Elegant Interior Design Suitable for Upscale Family Living Smart layout that separates living, reception, and private areas, creating a constant sense of spaciousness and privacy. Project Features: Extensive green spaces and landscaped gardens A quiet and harmonious residential community A distinctive view offering complete privacy Integrated services for daily life 24/7 security and surveillance Location: Located in the eastern expansions of 6th of October City, an area experiencing strong urban growth and easy access to main roads and services, enhancing the residential and investment value of the unit. Price and Payment Details: The advertised price is the down payment only: 5,700,000 Special discount for cash payment Flexible payment plans to suit different needs To book or view the complete installment schedule: 01040007437",Balcony | Built in Wardrobes | Covered Parking | Kitchen Appliances | Shared Pool | Study | Private Garden | Security | View of Water | Shared Spa | Shared Gym | Walk-in Closet | Children's Pool,cash,57047.0,Eslam Sayed,eslamosa62@gmail.com,False,,6005.0,Property Hills Realty,kareemzaki90@gmail.com,1002382462.0,201040007437.0,201040007437.0,eslamosa62@gmail.com,2026-03-04T15:02:17.268776,EX-0182-01,86VN4ET6400KSWXX9S23BH54Y0,Latest listed_date; then completeness; images_count; scraped_at; stable source order
15558,D007,Exact normalized title and description duplicate; non-canonical repost removed,2026-06-13,XK29TY9NM4278ZFHPRTQ6MJVD8,55512711.0,buy,property,https://www.propertyfinder.eg/en/plp/buy/townhouse-for-sale-giza-6-october-city-green-belt-hood-4-side-st-2PpC7Q5fvpw.html,Townhouse,Residential for Sale,completed_primary,own townhouse in lake west with special price 235m,4000000.0,sell,EGP,"Hood 4 Side St., Green Belt, 6 October City, Giza",Giza,6 October City,Green Belt,Hood 4 Side St.,30.027305603027344,30.929412841796875,4,4,50.0,sqm,,standard,False,False,False,False,False,False,2026-03-01T20:20:37Z,10,False,,XK29TY9NM4278ZFHPRTQ6MJVD8,,"Townhouse in Lake West project, a prime location in Sheikh Zayed Installments remaining Area: 235 sq.m Layout: 4 bedrooms + 4 bathrooms + garden ______________________________________________ Location: Sheikh Zayed, opposite Beverly Hills 4 minutes from Hyper One 4 minutes from Mall of Arabia 6 minutes from Mall of Egypt _______________________________________________ Amenities: 24-hour security Security cameras Swimming pools Clubhouse Gym Jogging tracks",Balcony | Maids Room | Shared Pool | Private Garden | Study | View of Water | Security | Shared Spa | Shared Gym | View of Landmark | Children's Pool,installments,66983.0,Ahmed Yasser,boomboom1222003@gmail.com,False,,6282.0,Property Hills Trio,mohanadalattar99@gmail.com,201127815817.0,201033309662.0,20221257340.0,boomboom1222003@gmail.com,2026-03-04T15:57:03.127653,EX-0184-01,KJ0BZR16P241SFNZ57END4WQFM,Latest listed_date; then completeness; images_count; scraped_at; stable source order
17764,D007,Exact normalized title and description duplicate; non-canonical repost removed,2026-06-13,FE631VV5CABA7180S3H1ZYZ1QC,55498021.0,buy,property,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-north-coast-al-alamein-mazarine-2Pnf4MhL7L6.html,Apartment,Residential for Sale,completed_primary,"For sale-new alamein finished ,lagoon and sea view",26000000.0,sell,EGP,"Mazarine, New Alamein City, Al Alamein, North Coast",North Coast,Al Alamein,New Alamein City,Mazarine,30.855899810791016,28.93109893798828,3,3,235.0,sqm,NO,standard,False,False,False,False,False,False,2026-02-28T22:10:35Z,16,False,,mah1809,,"Apartment for Sale in Mazarine Boulevard – New Alamein For further details or to arrange a viewing, please contact: Mahy Assem | 01212534118 Area: 231 sqm 3 Bedrooms Payment Plan: Up to 12 Years Features: Fully Sea and Lagoon View Overlooking the Towers Premium Boulevard Location The apartment offers a spacious layout with generous reception and dining areas, in addition to three well-proportioned bedrooms designed for comfort and privacy. Its elevated position provides open panoramic views of the sea, lagoon, and the iconic towers, ensuring both luxury and long-term value. An exceptional opportunity to own a prime unit in a high-demand coastal destination with extended payment facilities up to 12 years.",Balcony | Built in Wardrobes | Central A/C | Covered Parking | Kitchen Appliances | Maids Room | Private Garden | Private Pool | Shared Pool | Study | View of Water | Security | Shared Spa | Shared Gym | Walk-in Closet | View of Landmark | Lobby in Building | Children's Pool,installments,64794.0,Mahy  Assem,mahy.a@egyptbestproperties.com,False,,85.0,Egypt Best Properties,info@egyptbestproperties.com,201224946565.0,201212534118.0,20221257340.0,mahy.a@egyptbestproperties.com,2026-03-04T16:10:29.385602,EX-0185-01,AGRWDAK1XD29ZWC78PPP38QA18,Latest listed_date; then completeness; images_count; scraped_at; stable source order
14926,D007,Exact normalized title and description duplicate; non-canonical repost removed,2026-06-13,B8VSR2HWJ1QXPEMWW4BTNPSS40,55748494.0,buy,property,https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-north-coast-al-alamein-golf-porto-marina-2Pq97EnmhDU.html,Chalet,Residential for Sale,off_plan_primary,Chalet 1 BR Landscape view Installment 8 Years,4891000.0,sell,EGP,"Golf Porto Marina, Al Alamein, North Coast",North Coast,Al Alamein,Golf Porto Marina,,30.841495513916016,28.92397117614746,1,1,82.0,sqm,,standard,False,False,False,False,False,False,2026-03-02T10:05:50Z,13,False,,hamsagolf303,,"Golf Porto Marina Chalet For Sale Landscape View BUA 82meter 1 Bedrooms - 2 Bedrooms - Reception - Terrace - Kitchen Total Price 4,891.000 Down Payment ( 148.200 ) Installment 8 Years For More Details 01050227242 ---------------------------------------------------- Golf Porto Marine features vast greenery and natural landscapes, a haven you lie your eyes on in the morning. You can enjoy summer days with energetic morning strolls, family picnics, and quality time amid the boundless green elements of the resort. There are various water features as well in Golf Porto Marina. The resort includes a wide beachfront with a wide range of water activities for both the young and the adult. Additionally, there are various swimming pools across the premises suitable for all ages. Furthermore, there are crystal lagoons in Golf Porto Marina, making your stay an unparalleled peaceful experience. ---------------------------------------------------- 2 bedroom Chalets for sale in Golf Porto Marina Furnished Chalets for sale in Golf Porto Marina 1 bedroom Chalets for sale in Golf Porto Marina 3 bedroom Chalets for sale in Golf Porto Marina Apartments for sale in Golf Porto Marina Villas for sale in Golf Porto Marina",Balcony | Covered Parking | Shared Pool | Security | Children's Pool,installments,53733.0,Fatma Gamal,Zahraamahmoud540@gmail.com,False,,4650.0,Towers Map,info@towersmap.com,201066699903.0,201050227242.0,201050227242.0,Zahraamahmoud540@gmail.com,2026-03-04T15:53:06.285886,EX-0190-01,MSVVM81YEKQABPPYA7V90ABTDG,Latest listed_date; then completeness; images_count; scraped_at; stable source order
6917,D007,Exact normalized title and description duplicate; non-canonical repost removed,2026-06-13,9C3Q2Q3Y08G4R31GKQCSPADT24,56251649.0,buy,property,https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-north-coast-qesm-ad-dabaah-soul-north-coast-2Ptf8KF6Grg.html,Villa,Residential for Sale,off_plan,villa fully finished private beach lagoon in emaar,100149092.0,sell,EGP,"Soul North Coast, Qesm Ad Dabaah, North Coast",North Coast,Qesm Ad Dabaah,Soul North Coast,,31.06896209716797,28.23066711425781,4,4,344.0,sqm,NO,standard,False,False,False,False,False,False,2026-03-04T12:56:44Z,10,False,,SA-EA87m26,,"Soul Emaar Standalone Villa Type A-Creek Land: 460 m BUA: 344 m 4 bedrooms +Nanny’s room with toilet 4 bathrooms Fully finished Private beach lagoon Delivery 2027 Down payment: 52,797,432 Remaining: 47,351,660 Total:100,149,092 Including maintenance About New Avenue: New Avenue is a real estate consultancy based in Egypt, aiming at providing comprehensive services for your real estate needs. If you are willing to make an investment or are interested in buying a residential or a commercial property, we are there for you to ensure transforming your plans into reality. Given our individual experiences in the top real estate companies in Egypt & abroad, we have reached the conclusion that trust is primary factor we should be offering you when it comes to buying, renting or submitting your property for sale or rent. New Avenue is aiming to provide our customer with almost all the needs that you would need Residential or Commercial.",Study | Balcony | Private Garden | Shared Spa | Security | Covered Parking | Built in Wardrobes | Walk-in Closet | View of Landmark | Shared Gym | Lobby in Building | Children's Pool,cash,67409.0,New Avenue OEK ,omar.farouk.pf@newavenue-egypt.com,False,,128.0,New Avenue Real Estate,info@newavenue-egypt.com,201280862222.0,201280862222.0,20221257340.0,omar.farouk.pf@newavenue-egypt.com,2026-03-04T15:04:03.531236,EX-0195-01,P9B0TC8VDEBJHJSXJG6ACZK6NG,Latest listed_date; then completeness; images_count; scraped_at; stable source order
19724,D007,Exact normalized title and description duplicate; non-canonical repost removed,2026-06-13,QJ286NBQ9K7DYM0V1A4WF8XQ8C,55005268.0,buy,property,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-el-nozha-sheraton-al-matar-stoda-2PlRWedRfDU.html,Apartment,Residential for Sale,completed_primary,apartment(138m) ready to move_vip finishing_10% dp,1040000.0,sell,EGP,"Stoda, Sheraton Al Matar, El Nozha, Cairo",Cairo,El Nozha,Sheraton Al Matar,Stoda,30.088808059692383,31.3783016204834,2,2,20.0,sqm,NO,standard,False,False,False,False,False,False,2026-02-27T14:05:26Z,15,False,,QJ286NBQ9K7DYM0V1A4WF8XQ8C,,"Own a fully finished apartment with just a 10% down payment – ready to move in Apartment for immediate delivery in Estoda, prime location in Sheraton, next to Hagooga Restaurant. Ultra Super Lux finishing (VIP FINISHING) Area: 138 sqm with a distinctive layout (2 bedrooms – 2 bathrooms – reception – American kitchen – terrace) Payment plan: 10% down payment, and the rest in installments over the longest repayment period (35% cash discount available)",Balcony | Built in Wardrobes | Central A/C | Covered Parking | Kitchen Appliances | Maids Room | Private Garden | Private Pool | Shared Pool | Study | View of Water | Security | Shared Spa | Shared Gym | Walk-in Closet | View of Landmark | Lobby in Building | Children's Pool,cash,59092.0,Mazen Azab,mazenazb1@gmail.com,False,,3655.0,Falcon for Real Estate,falcon.acc6@gmail.com,201019977900.0,201097502336.0,20221257340.0,mazenazb1@gmail.com,2026-03-04T16:22:14.582038,EX-0199-01,619RTKH4G4YRQ926WV96N6A91W,Latest listed_date; then completeness; images_count; scraped_at; stable source order
19683,D007,Exact normalized title and description duplicate; non-canonical repost removed,2026-06-13,2KJ1XB03CBMYFTANJ6DNRTA2V0,55005447.0,buy,property,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-heliopolis-new-heliopolis-compounds-talala-2PlSORFsyoK.html,Apartment,Residential for Sale,off_plan_primary,apartment for sale\ fully finished\124m\in talala,668000.0,sell,EGP,"Talala, New Heliopolis Compounds, New Heliopolis, Cairo",Cairo,New Heliopolis,New Heliopolis Compounds,Talala,30.153987884521484,31.6824893951416,3,2,20.0,sqm,NO,standard,False,False,False,False,False,False,2026-02-27T14:17:33Z,10,False,,2KJ1XB03CBMYFTANJ6DNRTA2V0,,"Apartment for sale with the lowest down payment in Talala, in a prime location in New Cairo, directly adjacent to SODIC East Finishing: Ultra Super Lux Area: 124 sqm Layout: 3 bedrooms / 2 bathrooms Down payment: 668,000 EGP + installments up to 15 years For more details: 01097502336 (call or WhatsApp)",Balcony | Built in Wardrobes | Central A/C | Covered Parking | Kitchen Appliances | Maids Room | Private Garden | Private Pool | Shared Pool | Study | View of Water | Security | Shared Spa | Shared Gym | Walk-in Closet | View of Landmark | Lobby in Building | Children's Pool,cash,59092.0,Mazen Azab,mazenazb1@gmail.com,False,,3655.0,Falcon for Real Estate,falcon.acc6@gmail.com,201019977900.0,201097502336.0,20221257340.0,mazenazb1@gmail.com,2026-03-04T16:22:06.517897,EX-0200-01,PWMVBRP3CEVSFJD2E131A6JB74,Latest listed_date; then completeness; images_count; scraped_at; stable source order
10683,D007,Exact normalized title and description duplicate; non-canonical repost removed,2026-06-13,9K8F8F42W2SSFC6HF1EZJFMWFW,56002361.0,buy,property,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-heliopolis-new-heliopolis-compounds-talala-2PrzAQiSzA0.html,Apartment,Residential for Sale,off_plan_primary,apartment for sale\ fully finished\124m\in talala,668000.0,sell,EGP,"Talala, New Heliopolis Compounds, New Heliopolis, Cairo",Cairo,New Heliopolis,New Heliopolis Compounds,Talala,30.153987884521484,31.6824893951416,3,2,20.0,sqm,NO,standard,False,False,False,False,False,False,2026-03-03T12:41:49Z,10,False,,9K8F8F42W2SSFC6HF1EZJFMWFW,,"Apartment for sale with the lowest down payment in Talala, in a prime location in New Cairo, directly adjacent to SODIC East Finishing: Ultra Super Lux Area: 124 sqm Layout: 3 bedrooms / 2 bathrooms Down payment: 668,000 EGP + installments up to 15 years For more details: 01097502336 (call or WhatsApp)",Balcony | Built in Wardrobes | Central A/C | Covered Parking | Kitchen Appliances | Maids Room | Private Garden | Private Pool | Shared Pool | Study | View of Water | Security | Shared Spa | Shared Gym | Walk-in Closet | View of Landmark | Lobby in Building | Children's Pool,cash,59092.0,Mazen Azab,mazenazb1@gmail.com,False,,3655.0,Falcon for Real Estate,falcon.acc6@gmail.com,201019977900.0,201097502336.0,20221257340.0,mazenazb1@gmail.com,2026-03-04T15:27:19.479102,EX-0200-01,PWMVBRP3CEVSFJD2E131A6JB74,Latest listed_date; then completeness; images_count; scraped_at; stable source order
13810,D007,Exact normalized title and description duplicate; non-canonical repost removed,2026-06-13,WAP1FQPCH8P7FN02PVCYD9B62C,55754553.0,buy,property,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-hay-el-maadi-maadi-cornish-el-nile-st-2PqJEPTyeR6.html,Apartment,Residential for Sale,off_plan_primary,Dollar investment–Panoramic Nile front view--maadi,1530900.0,sell,EGP,"Cornish El Nile St., Maadi, Hay El Maadi, Cairo",Cairo,Hay El Maadi,Maadi,Cornish El Nile St.,29.94935607910156,31.263818740844727,1,1,40.0,sqm,YES,standard,False,False,False,False,False,False,2026-03-02T12:27:21Z,12,False,,WAP1FQPCH8P7FN02PVCYD9B62C,,"-Own a Fully Finished Nile-Front Apartment with Stunning Views & Guaranteed Rental Income -Experience luxury living in a high-end furnished apartment with ACs and appliances with panoramic --views of the Nile & Pyramids from every room -Premium Tower Amenities: ( Infinity Pool – Skyroof – Gym – Restaurant ) Prime Location: located in a prime first-row tower on the Nile Corniche. Directly on Nile Corniche – minutes from Hilton Hotel, Nile Pearl Tower & Al Salam International Hospital with down payment 1,530,400 -------------------------------------------------------------------------------------------- For details or to schedule a viewing: 01004076745 (WhatsApp & call available)",Balcony | Built in Wardrobes | Covered Parking | Private Garden | Central A/C | Kitchen Appliances | Maids Room | View of Water | Security | Shared Gym | Walk-in Closet | Shared Spa | View of Landmark | Lobby in Building | Children's Pool,cash,70762.0,Manar Gamal,gsaadmanar@gmail.com,False,,3655.0,Falcon for Real Estate,falcon.acc6@gmail.com,201019977900.0,201113361537.0,20221257340.0,gsaadmanar@gmail.com,2026-03-04T15:46:11.412597,EX-0201-01,3MWZEMX35ZTDFKAH2Z1P6CY3N4,Latest listed_date; then completeness; images_count; scraped_at; stable source order
10279,D007,Exact normalized title and description duplicate; non-canonical repost removed,2026-06-13,3R3DHXR60BN9NHXD7FWK6VMBK8,56004758.0,buy,property,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-hay-el-maadi-maadi-cornish-el-nile-st-2Ps4J9GSyLw.html,Apartment,Residential for Sale,off_plan_primary,Dollar investment–Panoramic Nile front view--maadi,1530900.0,sell,EGP,"Cornish El Nile St., Maadi, Hay El Maadi, Cairo",Cairo,Hay El Maadi,Maadi,Cornish El Nile St.,29.94935607910156,31.263818740844727,1,1,40.0,sqm,YES,standard,False,False,False,False,False,False,2026-03-03T13:53:43Z,12,False,,3R3DHXR60BN9NHXD7FWK6VMBK8,,"-Own a Fully Finished Nile-Front Apartment with Stunning Views & Guaranteed Rental Income -Experience luxury living in a high-end furnished apartment with ACs and appliances with panoramic --views of the Nile & Pyramids from every room -Premium Tower Amenities: ( Infinity Pool – Skyroof – Gym – Restaurant ) Prime Location: located in a prime first-row tower on the Nile Corniche. Directly on Nile Corniche – minutes from Hilton Hotel, Nile Pearl Tower & Al Salam International Hospital with down payment 1,530,400 -------------------------------------------------------------------------------------------- For details or to schedule a viewing: 01004076745 (WhatsApp & call available)",Balcony | Built in Wardrobes | Covered Parking | Private Garden | Central A/C | Kitchen Appliances | Maids Room | View of Water | Security | Shared Gym | Walk-in Closet | Shared Spa | View of Landmark | Lobby in Building | Children's Pool,cash,70762.0,Manar Gamal,gsaadmanar@gmail.com,False,,3655.0,Falcon for Real Estate,falcon.acc6@gmail.com,201019977900.0,201113361537.0,20221257340.0,gsaadmanar@gmail.com,2026-03-04T15:24:47.328596,EX-0201-01,3MWZEMX35ZTDFKAH2Z1P6CY3N4,Latest listed_date; then completeness; images_count; scraped_at; stable source order
7004,D007,Exact normalized title and description duplicate; non-canonical repost removed,2026-06-13,1NYYY711H70K25MA5NWRMNE3FW,56251326.0,buy,property,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-hay-el-maadi-maadi-cornish-el-nile-st-2PteVkAZ9t2.html,Apartment,Residential for Sale,off_plan_primary,Dollar investment–Panoramic Nile front view--maadi,1530900.0,sell,EGP,"Cornish El Nile St., Maadi, Hay El Maadi, Cairo",Cairo,Hay El Maadi,Maadi,Cornish El Nile St.,29.94935607910156,31.263818740844727,1,1,40.0,sqm,YES,standard,False,False,False,False,False,False,2026-03-04T12:48:02Z,12,False,,1NYYY711H70K25MA5NWRMNE3FW,,"-Own a Fully Finished Nile-Front Apartment with Stunning Views & Guaranteed Rental Income -Experience luxury living in a high-end furnished apartment with ACs and appliances with panoramic --views of the Nile & Pyramids from every room -Premium Tower Amenities: ( Infinity Pool – Skyroof – Gym – Restaurant ) Prime Location: located in a prime first-row tower on the Nile Corniche. Directly on Nile Corniche – minutes from Hilton Hotel, Nile Pearl Tower & Al Salam International Hospital with down payment 1,530,400 -------------------------------------------------------------------------------------------- For details or to schedule a viewing: 01004076745 (WhatsApp & call available)",Balcony | Built in Wardrobes | Covered Parking | Private Garden | Central A/C | Kitchen Appliances | Maids Room | View of Water | Security | Shared Gym | Walk-in Closet | Shared Spa | View of Landmark | Lobby in Building | Children's Pool,cash,70762.0,Manar Gamal,gsaadmanar@gmail.com,False,,3655.0,Falcon for Real Estate,falcon.acc6@gmail.com,201019977900.0,201113361537.0,20221257340.0,gsaadmanar@gmail.com,2026-03-04T15:04:30.536293,EX-0201-01,3MWZEMX35ZTDFKAH2Z1P6CY3N4,Latest listed_date; then completeness; images_count; scraped_at; stable source order
6958,D007,Exact normalized title and description duplicate; non-canonical repost removed,2026-06-13,YKMCGXW14W9FX43WA5101KGPX4,56251511.0,buy,property,https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-north-coast-ras-al-hekma-la-vista-ras-el-hikma-2PteoR9tdpI.html,Chalet,Residential for Sale,completed,chalet full sea&pool view in La Vista ras el hikma,13500000.0,sell,EGP,"La vista Ras El Hikma, Ras Al Hekma, North Coast",North Coast,Ras Al Hekma,La vista Ras El Hikma,,31.09140014648437,27.997013092041016,2,2,110.0,sqm,PARTLY,standard,False,False,False,False,False,False,2026-03-04T12:52:08Z,19,False,,ahbras852014,,"chalet full sea&pool view in La Vista ras el hikma chalet In La Vista Ras El Hikma Bua : 110 m2 full sea view 2 Bedroom 2 Bathroom Kitchen Reception living room Terrace Fully Finished Ready To Move Fully Furnished Total Price : 13.500.000 La Vista Ras El Hikma – Project Location: La Vista is located in Ras El Hikma on the North Coast, offering stunning sea views and turquoise waters. The project is close to private beaches and essential amenities such as restaurants, cafés, and recreational facilities, making it ideal for holiday living or investment. La Vista Ras El Hikma – Project Features: Prime coastal location with breathtaking sea views Ready-to-move, fully finished units Fully furnished with air conditioning Modern and comfortable architectural designs Safe and peaceful community Shared gardens and green spaces Recreational facilities for families and children Ideal for holiday homes, investment, or resale",Private Garden | Private Pool | Shared Pool,cash,26022.0,Michael Sadek,m.sadek@egyptbestproperties.com,False,,85.0,Egypt Best Properties,info@egyptbestproperties.com,201224946565.0,201275973422.0,20221257340.0,m.sadek@egyptbestproperties.com,2026-03-04T15:04:12.267882,EX-0202-01,2AJAAZCAEX6TRCQ4WBKBQ2TAP4,Latest listed_date; then completeness; images_count; scraped_at; stable source order
6981,D007,Exact normalized title and description duplicate; non-canonical repost removed,2026-06-13,VXGTZNC8X5W6MWKPGQARNCH06R,56251446.0,buy,property,https://www.propertyfinder.eg/en/plp/buy/twin-house-for-sale-north-coast-ras-al-hekma-la-vista-ras-el-hikma-2PtefeKZ3lg.html,Twin House,Residential for Sale,completed,220m Twin House in La Vista ras el hikma sea view,27000000.0,sell,EGP,"La vista Ras El Hikma, Ras Al Hekma, North Coast",North Coast,Ras Al Hekma,La vista Ras El Hikma,,31.09140014648437,27.997013092041016,4,4,220.0,sqm,PARTLY,standard,False,False,False,False,False,False,2026-03-04T12:50:13Z,19,False,,ahbras85447,,"220m Twin House in La Vista ras el hikma sea view Twin House In La Vista Ras El Hikma Bua : 220m2 4 Bedroom Kitchen Reception living room Terrace Fully Finished Ready To Move Fully Furnished Total Price : 27.000.000 La Vista Ras El Hikma – Project Location: La Vista is located in Ras El Hikma on the North Coast, offering stunning sea views and turquoise waters. The project is close to private beaches and essential amenities such as restaurants, cafés, and recreational facilities, making it ideal for holiday living or investment. La Vista Ras El Hikma – Project Features: Prime coastal location with breathtaking sea views Ready-to-move, fully finished units Fully furnished with air conditioning Modern and comfortable architectural designs Safe and peaceful community Shared gardens and green spaces Recreational facilities for families and children Ideal for holiday homes, investment, or resale",Built in Wardrobes | Balcony | Central A/C,cash,26022.0,Michael Sadek,m.sadek@egyptbestproperties.com,False,,85.0,Egypt Best Properties,info@egyptbestproperties.com,201224946565.0,201275973422.0,20221257340.0,m.sadek@egyptbestproperties.com,2026-03-04T15:04:20.643102,EX-0203-01,YSQ55XT8S9RXJ1BDWETCPK8RMR,Latest listed_date; then completeness; images_count; scraped_at; stable source order
6974,D007,Exact normalized title and description duplicate; non-canonical repost removed,2026-06-13,DD3JBC3KTNEMH8DBDEA9XFXJ7R,56251490.0,buy,property,https://www.propertyfinder.eg/en/plp/buy/twin-house-for-sale-north-coast-ras-al-hekma-la-vista-ras-el-hikma-2Ptekk2lgSe.html,Twin House,Residential for Sale,completed,220m Twin House in La Vista ras el hikma sea view,27000000.0,sell,EGP,"La vista Ras El Hikma, Ras Al Hekma, North Coast",North Coast,Ras Al Hekma,La vista Ras El Hikma,,31.09140014648437,27.997013092041016,4,4,220.0,sqm,PARTLY,standard,False,False,False,False,False,False,2026-03-04T12:51:16Z,19,False,,ahbras7410215478,,"220m Twin House in La Vista ras el hikma sea view Twin House In La Vista Ras El Hikma Bua : 220m2 4 Bedroom Kitchen Reception living room Terrace Fully Finished Ready To Move Fully Furnished Total Price : 27.000.000 La Vista Ras El Hikma – Project Location: La Vista is located in Ras El Hikma on the North Coast, offering stunning sea views and turquoise waters. The project is close to private beaches and essential amenities such as restaurants, cafés, and recreational facilities, making it ideal for holiday living or investment. La Vista Ras El Hikma – Project Features: Prime coastal location with breathtaking sea views Ready-to-move, fully finished units Fully furnished with air conditioning Modern and comfortable architectural designs Safe and peaceful community Shared gardens and green spaces Recreational facilities for families and children Ideal for holiday homes, investment, or resale",Study | View of Water | Security,cash,26022.0,Michael Sadek,m.sadek@egyptbestproperties.com,False,,85.0,Egypt Best Properties,info@egyptbestproperties.com,201224946565.0,201275973422.0,20221257340.0,m.sadek@egyptbestproperties.com,2026-03-04T15:04:20.643102,EX-0203-01,YSQ55XT8S9RXJ1BDWETCPK8RMR,Latest listed_date; then completeness; images_count; scraped_at; stable source order
18679,D007,Exact normalized title and description duplicate; non-canonical repost removed,2026-06-13,TKNC4YJEHBPEDAQT2VM0AXJT2G,55251852.0,buy,property,https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-the-marq-gardens-2PmvziJfnfc.html,Villa,Residential for Sale,completed_primary,"Immediate delivery villa bed, garden&private pool",3650000.0,sell,EGP,"The MarQ Gardens, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",Cairo,New Cairo City,The 5th Settlement,5th Settlement Compounds,30.074800491333008,31.58877944946289,3,3,45.0,sqm,,standard,False,False,False,False,False,False,2026-02-28T11:39:21Z,12,False,,TKNC4YJEHBPEDAQT2VM0AXJT2G,,"Villa for Sale – Ready TO MOVE in Golden Square, New Cairo – Unbeatable Price! Own a villa in one of the most prestigious destinations in New Cairo, just minutes from South 90 Street in Golden Square, surrounded by top real estate developers (Mountain View & Palm Hills). Villa Features: – Double view of landscape & water features – All rooms with stunning open views – Ground floor + first floor – Private garden – Private swimming pool – International design with exceptional architectural quality – ready to move now down payment is 3,650,000 EGP -------------------------------------------------------------------------------------------- (Own a villa now at the price of an apartment in the same area!) For on-site viewing or more info: WhatsApp / Call: 01004076745",Balcony | Built in Wardrobes | Central A/C | Covered Parking | Maids Room | Kitchen Appliances | Private Garden | Private Pool | Shared Spa | Security | Shared Gym | Walk-in Closet | View of Landmark | Lobby in Building | Children's Pool,cash,70762.0,Manar Gamal,gsaadmanar@gmail.com,False,,3655.0,Falcon for Real Estate,falcon.acc6@gmail.com,201019977900.0,201113361537.0,20221257340.0,gsaadmanar@gmail.com,2026-03-04T16:16:02.776932,EX-0204-01,00GNVK00QSXY0N05D4AX481Z68,Latest listed_date; then completeness; images_count; scraped_at; stable source order
